V1,V2,V3,V4,V5,V6,V7,V8
"sn87096017","The Oakes times.","Alex. R. Wright","Oakes, N.D.","North Dakota--Dickey--Oakes","1906","current","http://chroniclingamerica.loc.gov/lccn/sn87096017.json"
"sn87096017","The Oakes times.","Alex. R. Wright","Oakes, N.D.","North Dakota--Dickey--Oakes","1906","current","http://chroniclingamerica.loc.gov/lccn/sn87096017.json"
"sn87096017","The Oakes times.","Alex. R. Wright","Oakes, N.D.","North Dakota--Dickey--Oakes","1906","current","http://chroniclingamerica.loc.gov/lccn/sn87096017.json"
"sn88076144","Oakes weekly Republican.","Ellis & Buxton","Oakes, Dickey County, D.T. [i.e. N.D.]","North Dakota--Dickey--Oakes","1883","1898","http://chroniclingamerica.loc.gov/lccn/sn88076144.json"
"sn88076144","Oakes weekly Republican.","Ellis & Buxton","Oakes, Dickey County, D.T. [i.e. N.D.]","North Dakota--Dickey--Oakes","1883","1898","http://chroniclingamerica.loc.gov/lccn/sn88076144.json"
"sn88076144","Oakes weekly Republican.","Ellis & Buxton","Oakes, Dickey County, D.T. [i.e. N.D.]","North Dakota--Dickey--Oakes","1883","1898","http://chroniclingamerica.loc.gov/lccn/sn88076144.json"
"sn88076145","Oakes Republican.","Ed. A. Smith","Oakes, N.D.","North Dakota--Dickey--Oakes","1898","1906","http://chroniclingamerica.loc.gov/lccn/sn88076145.json"
"sn88076145","Oakes Republican.","Ed. A. Smith","Oakes, N.D.","North Dakota--Dickey--Oakes","1898","1906","http://chroniclingamerica.loc.gov/lccn/sn88076145.json"
"sn88076145","Oakes Republican.","Ed. A. Smith","Oakes, N.D.","North Dakota--Dickey--Oakes","1898","1906","http://chroniclingamerica.loc.gov/lccn/sn88076145.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn84024779","The Wahpeton times.","Geo. P. Garred","Wahpeton, Richland County, Dakota [N.D.]","North Dakota--Richland--Wahpeton","1879","1919","http://chroniclingamerica.loc.gov/lccn/sn84024779.json"
"sn84024779","The Wahpeton times.","Geo. P. Garred","Wahpeton, Richland County, Dakota [N.D.]","North Dakota--Richland--Wahpeton","1879","1919","http://chroniclingamerica.loc.gov/lccn/sn84024779.json"
"sn84024779","The Wahpeton times.","Geo. P. Garred","Wahpeton, Richland County, Dakota [N.D.]","North Dakota--Richland--Wahpeton","1879","1919","http://chroniclingamerica.loc.gov/lccn/sn84024779.json"
"sn85042373","The evening times.","Times Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1906","1914","http://chroniclingamerica.loc.gov/lccn/sn85042373.json"
"sn85042373","The evening times.","Times Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1906","1914","http://chroniclingamerica.loc.gov/lccn/sn85042373.json"
"sn85042373","The evening times.","Times Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1906","1914","http://chroniclingamerica.loc.gov/lccn/sn85042373.json"
"sn85042373","The evening times.","Times Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1906","1914","http://chroniclingamerica.loc.gov/lccn/sn85042373.json"
"sn85042373","The evening times.","Times Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1906","1914","http://chroniclingamerica.loc.gov/lccn/sn85042373.json"
"sn85042373","The evening times.","Times Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1906","1914","http://chroniclingamerica.loc.gov/lccn/sn85042373.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042588","Bismarck weekly tribune.","M.H. Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1884","1943","http://chroniclingamerica.loc.gov/lccn/sn85042588.json"
"sn85042588","Bismarck weekly tribune.","M.H. Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1884","1943","http://chroniclingamerica.loc.gov/lccn/sn85042588.json"
"sn85042588","Bismarck weekly tribune.","M.H. Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1884","1943","http://chroniclingamerica.loc.gov/lccn/sn85042588.json"
"sn87096017","The Oakes times.","Alex. R. Wright","Oakes, N.D.","North Dakota--Dickey--Oakes","1906","current","http://chroniclingamerica.loc.gov/lccn/sn87096017.json"
"sn87096017","The Oakes times.","Alex. R. Wright","Oakes, N.D.","North Dakota--Dickey--Oakes","1906","current","http://chroniclingamerica.loc.gov/lccn/sn87096017.json"
"sn87096017","The Oakes times.","Alex. R. Wright","Oakes, N.D.","North Dakota--Dickey--Oakes","1906","current","http://chroniclingamerica.loc.gov/lccn/sn87096017.json"
"sn88076992","Griggs County courier.","Fred'k H. Adams","Cooperstown, Griggs Co., Dak. [N.D.]","North Dakota--Griggs--Cooperstown","1885","1885","http://chroniclingamerica.loc.gov/lccn/sn88076992.json"
"sn88076992","Griggs County courier.","Fred'k H. Adams","Cooperstown, Griggs Co., Dak. [N.D.]","North Dakota--Griggs--Cooperstown","1885","1885","http://chroniclingamerica.loc.gov/lccn/sn88076992.json"
"sn88076992","Griggs County courier.","Fred'k H. Adams","Cooperstown, Griggs Co., Dak. [N.D.]","North Dakota--Griggs--Cooperstown","1885","1885","http://chroniclingamerica.loc.gov/lccn/sn88076992.json"
"sn88076993","Cooperstown courier.","Ed. D. Stair","Cooperstown, Griggs Co., Dak. [N.D.]","North Dakota--Griggs--Cooperstown","1883","1884","http://chroniclingamerica.loc.gov/lccn/sn88076993.json"
"sn88076993","Cooperstown courier.","Ed. D. Stair","Cooperstown, Griggs Co., Dak. [N.D.]","North Dakota--Griggs--Cooperstown","1883","1884","http://chroniclingamerica.loc.gov/lccn/sn88076993.json"
"sn88076993","Cooperstown courier.","Ed. D. Stair","Cooperstown, Griggs Co., Dak. [N.D.]","North Dakota--Griggs--Cooperstown","1883","1884","http://chroniclingamerica.loc.gov/lccn/sn88076993.json"
"sn88076998","Griggs courier.","Fred'k H. Adams","Cooperstown, Griggs Co., Dak. [N.D.]","North Dakota--Griggs--Cooperstown","1885","1902","http://chroniclingamerica.loc.gov/lccn/sn88076998.json"
"sn88076998","Griggs courier.","Fred'k H. Adams","Cooperstown, Griggs Co., Dak. [N.D.]","North Dakota--Griggs--Cooperstown","1885","1902","http://chroniclingamerica.loc.gov/lccn/sn88076998.json"
"sn88076998","Griggs courier.","Fred'k H. Adams","Cooperstown, Griggs Co., Dak. [N.D.]","North Dakota--Griggs--Cooperstown","1885","1902","http://chroniclingamerica.loc.gov/lccn/sn88076998.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042373","The evening times.","Times Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1906","1914","http://chroniclingamerica.loc.gov/lccn/sn85042373.json"
"sn85042373","The evening times.","Times Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1906","1914","http://chroniclingamerica.loc.gov/lccn/sn85042373.json"
"sn85042373","The evening times.","Times Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1906","1914","http://chroniclingamerica.loc.gov/lccn/sn85042373.json"
"sn89074404","Grand Forks daily herald and the evening times.","Times-Herald Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1914","1914","http://chroniclingamerica.loc.gov/lccn/sn89074404.json"
"sn89074404","Grand Forks daily herald and the evening times.","Times-Herald Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1914","1914","http://chroniclingamerica.loc.gov/lccn/sn89074404.json"
"sn89074404","Grand Forks daily herald and the evening times.","Times-Herald Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1914","1914","http://chroniclingamerica.loc.gov/lccn/sn89074404.json"
"sn89074405","Grand Forks daily herald.","Times Herald Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1914","1916","http://chroniclingamerica.loc.gov/lccn/sn89074405.json"
"sn89074405","Grand Forks daily herald.","Times Herald Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1914","1916","http://chroniclingamerica.loc.gov/lccn/sn89074405.json"
"sn89074405","Grand Forks daily herald.","Times Herald Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1914","1916","http://chroniclingamerica.loc.gov/lccn/sn89074405.json"
"sn88076341","The Cooperstown courier.","Percy R. Trubshaw","Cooperstown, Griggs Co., N.D.","North Dakota--Griggs--Cooperstown","1902","1913","http://chroniclingamerica.loc.gov/lccn/sn88076341.json"
"sn88076341","The Cooperstown courier.","Percy R. Trubshaw","Cooperstown, Griggs Co., N.D.","North Dakota--Griggs--Cooperstown","1902","1913","http://chroniclingamerica.loc.gov/lccn/sn88076341.json"
"sn88076341","The Cooperstown courier.","Percy R. Trubshaw","Cooperstown, Griggs Co., N.D.","North Dakota--Griggs--Cooperstown","1902","1913","http://chroniclingamerica.loc.gov/lccn/sn88076341.json"
"sn88076432","Courier Democrat.","Koehmstedt & McLean","Langdon, N.D.","North Dakota--Cavalier--Langdon","1891","1920","http://chroniclingamerica.loc.gov/lccn/sn88076432.json"
"sn88076432","Courier Democrat.","Koehmstedt & McLean","Langdon, N.D.","North Dakota--Cavalier--Langdon","1891","1920","http://chroniclingamerica.loc.gov/lccn/sn88076432.json"
"sn88076432","Courier Democrat.","Koehmstedt & McLean","Langdon, N.D.","North Dakota--Cavalier--Langdon","1891","1920","http://chroniclingamerica.loc.gov/lccn/sn88076432.json"
"sn88076998","Griggs courier.","Fred'k H. Adams","Cooperstown, Griggs Co., Dak. [N.D.]","North Dakota--Griggs--Cooperstown","1885","1902","http://chroniclingamerica.loc.gov/lccn/sn88076998.json"
"sn88076998","Griggs courier.","Fred'k H. Adams","Cooperstown, Griggs Co., Dak. [N.D.]","North Dakota--Griggs--Cooperstown","1885","1902","http://chroniclingamerica.loc.gov/lccn/sn88076998.json"
"sn88076998","Griggs courier.","Fred'k H. Adams","Cooperstown, Griggs Co., Dak. [N.D.]","North Dakota--Griggs--Cooperstown","1885","1902","http://chroniclingamerica.loc.gov/lccn/sn88076998.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042242","Bismarck daily tribune.","Lounsberry & Jewell","Bismarck, Dakota [N.D.]","North Dakota--Burleigh--Bismarck","1881","1916","http://chroniclingamerica.loc.gov/lccn/sn85042242.json"
"sn85042243","The Bismarck tribune.","Bismarck Tribune Co.","Bismarck, N.D.","North Dakota--Burleigh--Bismarck|North Dakota--Morton--Mandan","1916","current","http://chroniclingamerica.loc.gov/lccn/sn85042243.json"
"sn85042243","The Bismarck tribune.","Bismarck Tribune Co.","Bismarck, N.D.","North Dakota--Burleigh--Bismarck|North Dakota--Morton--Mandan","1916","current","http://chroniclingamerica.loc.gov/lccn/sn85042243.json"
"sn85042243","The Bismarck tribune.","Bismarck Tribune Co.","Bismarck, N.D.","North Dakota--Burleigh--Bismarck|North Dakota--Morton--Mandan","1916","current","http://chroniclingamerica.loc.gov/lccn/sn85042243.json"
"sn88076013","The Dickinson press.","Scott & Mabee","Dickinson, Stark County, D.T. [i.e. N.D.]","North Dakota--Stark--Dickinson","1883","1927","http://chroniclingamerica.loc.gov/lccn/sn88076013.json"
"sn88076013","The Dickinson press.","Scott & Mabee","Dickinson, Stark County, D.T. [i.e. N.D.]","North Dakota--Stark--Dickinson","1883","1927","http://chroniclingamerica.loc.gov/lccn/sn88076013.json"
"sn88076013","The Dickinson press.","Scott & Mabee","Dickinson, Stark County, D.T. [i.e. N.D.]","North Dakota--Stark--Dickinson","1883","1927","http://chroniclingamerica.loc.gov/lccn/sn88076013.json"
"sn88076432","Courier Democrat.","Koehmstedt & McLean","Langdon, N.D.","North Dakota--Cavalier--Langdon","1891","1920","http://chroniclingamerica.loc.gov/lccn/sn88076432.json"
"sn88076432","Courier Democrat.","Koehmstedt & McLean","Langdon, N.D.","North Dakota--Cavalier--Langdon","1891","1920","http://chroniclingamerica.loc.gov/lccn/sn88076432.json"
"sn88076432","Courier Democrat.","Koehmstedt & McLean","Langdon, N.D.","North Dakota--Cavalier--Langdon","1891","1920","http://chroniclingamerica.loc.gov/lccn/sn88076432.json"
"sn88076433","Cavalier County farmers press.","Cavalier County Farmers Press","Langdon, N.D.","North Dakota--Cavalier--Langdon","1920","1921","http://chroniclingamerica.loc.gov/lccn/sn88076433.json"
"sn88076433","Cavalier County farmers press.","Cavalier County Farmers Press","Langdon, N.D.","North Dakota--Cavalier--Langdon","1920","1921","http://chroniclingamerica.loc.gov/lccn/sn88076433.json"
"sn88076433","Cavalier County farmers press.","Cavalier County Farmers Press","Langdon, N.D.","North Dakota--Cavalier--Langdon","1920","1921","http://chroniclingamerica.loc.gov/lccn/sn88076433.json"
"sn85042414","Grand Forks herald.","Grand Forks Herald Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1916","1955","http://chroniclingamerica.loc.gov/lccn/sn85042414.json"
"sn85042414","Grand Forks herald.","Grand Forks Herald Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1916","1955","http://chroniclingamerica.loc.gov/lccn/sn85042414.json"
"sn85042414","Grand Forks herald.","Grand Forks Herald Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1916","1955","http://chroniclingamerica.loc.gov/lccn/sn85042414.json"
"sn89074404","Grand Forks daily herald and the evening times.","Times-Herald Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1914","1914","http://chroniclingamerica.loc.gov/lccn/sn89074404.json"
"sn89074404","Grand Forks daily herald and the evening times.","Times-Herald Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1914","1914","http://chroniclingamerica.loc.gov/lccn/sn89074404.json"
"sn89074404","Grand Forks daily herald and the evening times.","Times-Herald Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1914","1914","http://chroniclingamerica.loc.gov/lccn/sn89074404.json"
"sn89074405","Grand Forks daily herald.","Times Herald Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1914","1916","http://chroniclingamerica.loc.gov/lccn/sn89074405.json"
"sn89074405","Grand Forks daily herald.","Times Herald Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1914","1916","http://chroniclingamerica.loc.gov/lccn/sn89074405.json"
"sn89074405","Grand Forks daily herald.","Times Herald Pub. Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1914","1916","http://chroniclingamerica.loc.gov/lccn/sn89074405.json"
"sn85042414","Grand Forks herald.","Grand Forks Herald Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1916","1955","http://chroniclingamerica.loc.gov/lccn/sn85042414.json"
"sn85042414","Grand Forks herald.","Grand Forks Herald Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1916","1955","http://chroniclingamerica.loc.gov/lccn/sn85042414.json"
"sn85042414","Grand Forks herald.","Grand Forks Herald Co.","Grand Forks, N.D.","North Dakota--Grand Forks--Grand Forks","1916","1955","http://chroniclingamerica.loc.gov/lccn/sn85042414.json"
"sn88076013","The Dickinson press.","Scott & Mabee","Dickinson, Stark County, D.T. [i.e. N.D.]","North Dakota--Stark--Dickinson","1883","1927","http://chroniclingamerica.loc.gov/lccn/sn88076013.json"
"sn88076013","The Dickinson press.","Scott & Mabee","Dickinson, Stark County, D.T. [i.e. N.D.]","North Dakota--Stark--Dickinson","1883","1927","http://chroniclingamerica.loc.gov/lccn/sn88076013.json"
"sn88076013","The Dickinson press.","Scott & Mabee","Dickinson, Stark County, D.T. [i.e. N.D.]","North Dakota--Stark--Dickinson","1883","1927","http://chroniclingamerica.loc.gov/lccn/sn88076013.json"
"sn85042243","The Bismarck tribune.","Bismarck Tribune Co.","Bismarck, N.D.","North Dakota--Burleigh--Bismarck|North Dakota--Morton--Mandan","1916","current","http://chroniclingamerica.loc.gov/lccn/sn85042243.json"
